doc_id,company,product,report_type,audit_period,auditor,opinion,hq,signing_authority,extraction_method,page_count,score_overall,score_infrastructure,score_app_architecture,score_data_layer,score_security,score_devops,score_bcdr,score_vendor_diversity,cloud_provider,regions,availability_zones,additional_cloud,serverless,cdn,has_vpc,has_waf,has_firewall,has_ids_ips,has_vpn,has_tls,multi_region,topology,arch_pattern,languages,frameworks,compute,branch_protection,databases,caching,backup_frequency,multi_az,per_tenant_segregation,identity_provider,has_mfa,has_rbac,quarterly_reviews,has_vuln_scanning,has_pen_testing,has_server_hardening,has_cyber_insurance,has_bcdr_policy,annual_dr_testing,daily_backups,controls_tested,exceptions,vendor_count,red_flag_count,yellow_flag_count,green_flag_count,system_overview,has_report,has_diagram,cloud,type
11o8UYIY8mGbBCOGEbo_ib0A_YASfUOg_TdpjSbORP-Y,Coframe Inc.,Living interfaces (AI-Powered Website Optimization Platform),SOC 2 Type 1,"As of July 31, 2025",Accorp Partners (PAC-FIRM-LIC-47383),Unqualified,"380 Alabama Street, San Francisco, CA 94110","Josh Payne, CEO & Founder",subagent,0,5.0,6.0,4.0,3.0,7.0,5.0,6.0,2.0,AWS (carve-out — AWS data center controls excluded from scope),"[""Not explicitly named \u2014 inferred US region given SF HQ; network diagram shows multiple AWS accounts""]",Multi-AZ (explicitly stated: 'high availability data centers with multiple availability zones'; DR plan spins up multiple servers across all availability zones in AWS),[],"[""Not mentioned explicitly; network diagram suggests Lambda or similar based on AWS icons but not named in text""]",Not mentioned,True,True,True,True,True,True,False,"User requests reach the system over TLS. AWS VPC with segmented subnets and ACLs. Remote admin access via bastion host + VPN. IDS/IPS at network layer. Firewalls on application gateway and production network. Network diagram (p.18) shows multiple AWS accounts with VPCs containing public and private subnets, EC2 instances, and what appear to be RDS/database tiers.",Not explicitly described — network diagram suggests microservices or service-oriented given multiple VPCs and accounts,"[""Not disclosed""]","[""Not disclosed""]","[""EC2 (inferred from 'virtual servers' and network diagram icons)"", ""Possibly Lambda (icons visible in network diagram but not named in text)""]",True,"[""Not explicitly named \u2014 'databases' referenced generically; network diagram shows what appear to be RDS instances""]","[""Not mentioned""]",Formal backup policies exist; frequency not disclosed,True,True,"Not named — references AWS password policy and Active Directory (CC6.1.2: 'Active Directory, server, and database accounts'). No third-party IdP named.",True,True,True,True,True,True,True,True,True,False,0,0,1,6,8,13,"Coframe provides an AI-powered website optimization and personalization platform designed to enhance conversion rates through automated content and user interface testing. The platform leverages advanced AI algorithms to generate, test, and refine website variations, offering A/B and multivariate testing, ML-based experimentation, continuous performance monitoring, and statistical analysis.",True,False,AWS,Type 1
12DALaVREOaC5omAeNPVCeQ98yQ9G0ADQ9qfWVfIVlCU,13139026 Canada Inc.,Regy,SOC 2 Type 1,"September 9, 2025",ACCORP Partners,Unqualified,"264 Queens Quay West, Suite 328, Toronto ON M5J 1B5, Canada","Michael Cain, CEO (signed September 15, 2025)",subagent,0,5.0,6.0,4.0,4.0,6.0,4.0,6.0,5.0,AWS (carve-out subservice organization),"[""Not explicitly named""]",Multi-AZ,[],[],Not mentioned,True,False,True,True,True,True,False,Internet → AWS VPC (segmented) → Regy Application → AWS Database; external search registries and Summary Generator accessed via API; bastion host for admin access; AWS manages underlying physical infrastructure (carve-out),Not explicitly disclosed; cloud-native on AWS,[],[],"[""AWS EC2 or equivalent (not explicitly named)""]",True,"[""AWS RDS or equivalent (not explicitly named)""]",[],Not explicitly stated,True,False,AWS IAM,True,True,True,True,True,True,False,True,True,True,0,0,3,4,6,9,"Regy (branded as LienFluent) is a legal registry search platform that automates lien and registry searches across Canadian and US jurisdictions. It provides instant search results, AI-generated summaries, and a search API for legal and financial professionals.",True,True,AWS,Type 1
12aPD2oZlGn0_rWImPNo24hWeYVChQ4iNJKozdttpRq4,"Anneal, Inc",Dialtone,SOC 2 Type 1,"June 23, 2025 (point-in-time)",Accorp Partners,Unqualified,"236 Castro St Suite 1, Mountain View, CA 94041","Petr Gazarov, CTO",subagent,0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,9.0,Multi-cloud: AWS + Fly.io + Azure (all carve-out — all three are subservice organizations with SOC 2 reports; controls excluded from scope),"[""Not explicitly named""]","Multi-AZ across all three clouds: AWS, Fly, and Azure. DR procedure spins up multiple servers across all availability zones.","[""Fly.io (primary compute cluster)"", ""Microsoft Azure""]",[],"Cloudflare (DNS, CDN, DDoS protection listed in software table)",True,False,True,True,True,True,False,"Vercel (frontend) -> HTTP -> Fly.io cluster (big-smart-agent, mcp-app-test-builds, User Apps, big-smart-memory-generator, mcp-app-builder) -> PostgreSQL + Tigris Storage + Langfuse Observability; Clerk Auth + AWS SQS on right side of diagram.","Microservices (multiple named Fly.io apps visible in network diagram: big-smart-agent, mcp-app-builder, mcp-app-test-builds, big-smart-memory-generator, User Apps)","[""Not disclosed""]","[""Not disclosed""]","[""Fly.io (primary compute cluster \u2014 multiple named apps)"", ""AWS (SQS messaging)"", ""Azure""]",True,"[""PostgreSQL (visible in network diagram as primary database)""]",[],Backup policy exists; backup procedures defined and approved by business owners; backup and restoration logs maintained (page 25). Frequency not explicitly stated.,True,True,"Clerk (identity management — listed in software table and visible in network diagram). AWS IAM, Fly, and Azure password policies for infrastructure accounts (Active Directory implied).",True,True,True,True,True,True,False,True,True,False,0,0,17,5,6,11,"Dialtone is an AI agent platform for enterprise automation, offering SaaS and managed VPC deployment options. The platform provides AI agent development, governance, observability, and a library of pre-built agents with a no-code workflow studio, plus white-glove implementation and support.",True,True,AWS,Type 1
13QfCQvREXjRUycbgz_MNjBalerUH6kvXR-UFwrxD8mw,Accelerated Cloud Storage Corporation,ACS Object Storage,SOC 2 Type 2,"March 26, 2025 – June 26, 2025",Accorp Partners,Unqualified,"612 Sunflower Circle, Hockessin, DE 19707","Nikhil Kanamarla, CEO",subagent,0,6.0,7.0,5.0,7.0,8.0,6.0,7.0,3.0,Amazon Web Services (AWS) — carve-out method,"[""us-east-1""]","Multi-AZ (spins up multiple servers across all availability zones in AWS on failover; Main VPC spans AZs a-f, Development VPC spans AZs a-c)",[],[],None mentioned,True,False,True,True,True,True,False,"Internet -> AWS VPC (Main, us-east-1, Multi-AZ a-f) -> 6 public subnets + 6 private subnets + 6 NAT Gateways. 17 Security Groups. 5 VPC Endpoints (S3 Gateway + Interface). RDS in 5 dedicated private subnets (Default VPC). ElastiCache in security groups. Development VPC isolated from production.",Not fully disclosed; cloud-native on AWS with VMs and managed services,"[""Not disclosed""]","[""Not disclosed""]","[""EC2 (implied from VPC/subnet architecture)"", ""RDS (managed database)"", ""ElastiCache (caching layer)""]",True,"[""RDS (AWS, in dedicated private subnets across Default VPC)""]","[""ElastiCache (AWS, multiple security groups visible in network diagram)""]","Daily (CC7.4.2: Backups are taken daily, multi-availability zones are configured, alerts in place for backup failures)",True,True,"AWS (Active Directory for server/database accounts); unique user IDs required for application production environment, infrastructure, Active Directory, server, and database accounts",True,True,True,True,True,True,True,True,True,True,70,0,1,5,5,16,"ACS Object Storage is an S3-compatible, high-performance object storage platform designed for datacenter AI workloads. It provides scalable, reliable, and secure cloud storage infrastructure hosted entirely on AWS. The system is built to serve enterprises requiring high-throughput storage with strong availability and data integrity guarantees.",True,False,AWS,Type 2
13kU-GjnUnQD3aOD8oIML5Lh-YwU5tzooqdyAvy0Uiu0,Willow Care Inc.,Willow Voice,SOC 2 Type 2,"August 14, 2025 - November 14, 2025",Accorp Partners,Unqualified,"Palo Alto, California","Lawrence Liu, Co-Founder, CTO",subagent,0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,Supabase (carve-out — Supabase controls excluded from scope),"[""Not specified \u2014 Supabase-managed""]",Multi-AZ (production servers at Supabase maintain failover capabilities; high availability data centers with multiple availability zones),"[""Cloudflare (JWT verification / CDN layer)"", ""Baseten (audio processing ML inference)"", ""Groq (LLM transcription formatting)""]","[""Not mentioned""]",Cloudflare (used for JWT verification and traffic routing per network diagram),True,False,True,True,True,True,False,Client Application sends Active JWT + Audio File -> Cloudflare (JWT Verification) -> Audio File -> Baseten (audio processing) -> Transcription -> Groq (LLM formatting) -> Formatted Transcription -> Client Application -> Updated Word Count -> Supabase (database/storage),Hybrid (Mac native client + cloud backend pipeline),"[""Not disclosed""]","[""Not disclosed""]","[""Supabase-hosted servers"", ""Baseten (ML inference)"", ""Groq (LLM)""]",True,"[""Supabase (PostgreSQL-based)""]","[""Not mentioned""]",Daily (backups taken daily; multi-availability zones configured),True,True,Supabase (password policy controlled through Supabase Password policy),True,True,True,True,True,True,True,True,True,True,57,0,4,4,5,10,"Willow Care Inc. (known as Willow Voice) is a YC-backed AI-powered voice-to-text software designed to feel hyper-personalized and effortless across all apps. It learns each user's unique style, tone, and corrections over time. The Mac product integrates seamlessly into workflows including Messages, Slack, Gmail, and Docs.",True,False,Supabase,Type 2
13tiqtONYHWIYEG7FjB_BT3PkBNWh9g2aF2IelbCSa1A,"Nexus Intelligence, Inc.",Nexus AI Platform,SOC 2 Type 1,"As of October 29, 2025",Accorp Partners,Unqualified,"2261 Market Street STE 22526, San Francisco, CA 94114","Christopher Yuan, CEO",subagent,0,5.0,6.0,4.0,4.0,7.0,5.0,6.0,4.0,Render (carve-out subservice organization),"[""us-west-2"", ""us-east-1 (prod failover)""]",Multi-AZ (multiple availability zones within Render; failover across AZs mentioned),"[""AWS (S3 Buckets, SQS Queue, SNS Email \u2014 Prod Account us-west-2 and us-east-1)""]",[],None mentioned,True,False,True,True,True,True,True,"Internet traffic flows through internet gateway to Render.com account (us-west-2 production, us-east-1 prod fallover VPC). Render environment hosts Backend API Server, Frontend Server, other backend services. AWS Prod Account (us-west-2, us-east-1) holds S3 Buckets, SQS Queue, SNS Email. Staging/dev are replicas of production with no cross-account connections.",Hybrid (Render-hosted backend/frontend services + AWS managed services),[],[],"[""Render virtual servers"", ""AWS S3"", ""AWS SQS"", ""AWS SNS""]",True,"[""Not explicitly named; Active Directory mentioned for identity; database accounts referenced in access controls""]",[],Backups taken and maintained per Backup Policy; frequency not explicitly stated,True,True,Active Directory (referenced in CC6.1.2 for server/database accounts); internal unique login IDs,True,True,True,True,True,True,False,True,True,False,29,0,2,5,6,10,"Nexus Intelligence provides an AI-automated manufacturing operations platform designed to help industrial companies improve production, process, and maintenance operations. The platform leverages AI to automate repetitive tasks performed by industrial engineers, improve understanding of equipment logic, and includes workflow management, ingestion and processing of control system and factory software data.",True,True,Render,Type 1
14H0TvPt6cLnx1YJTxtM36-r4qxjZUZSd5bwGo8oTtw8,Isoform inc,Isoform AI Integration Platform,SOC 2 Type 2,"March 17, 2025 - June 17, 2025",Accorp Partners,Unqualified,No physical offices — fully cloud-based (bay area focus per system description),"Bozhao Yu, Bozhao YU (July 16, 2025)",subagent,0,5.0,5.0,6.0,4.0,7.0,6.0,6.0,3.0,Render (carve-out subservice organization); underlying runtime is AWS us-west-2 (Kubernetes),"[""AWS us-west-2""]",Multi-AZ (Render high-availability data centers with multiple availability zones; DR spins up multiple servers across all availability zones in Render),[],[],None mentioned,True,False,True,True,True,True,False,"Isoform employees (workstations/laptops) -> Secure HTTPS/SSH -> Sophos Firewall & Endpoint Protection -> Redundant Secure Connections (HTTPS, SSH) -> Render Cloud Platform [Load Balancer -> Web Services (Containers) <-> Private Services & Workers <-> Database & Storage (Encrypted Data)] + Monitoring & Alerting Services + Encrypted Backup & Disaster Recovery (Render automatic backups & snapshots)","Microservices (Kubernetes-based containers, worker services separated)","[""TypeScript""]",[],"[""Kubernetes (hardened runtime on AWS us-west-2 via Render)"", ""Containers (Web Services)"", ""Workers (Private Services)""]",True,"[""Database & Storage on Render (encrypted data \u2014 specific DB engine not named)""]",[],Daily (backups taken daily; multi-availability zones configured; Render automatic backups & snapshots),True,True,"Render password management (passwords controlled through Render password policy including periodic forced changes, expiry and complexity requirements). Active Directory referenced for server/database accounts.",True,True,True,True,True,True,True,True,True,True,57,0,2,5,6,13,"Isoform Inc. provides automated software integration implementation services, enabling clients to efficiently deploy custom integrations into production environments. The platform leverages advanced AI technologies combined with human expertise to accelerate deployment, reduce resource allocation, and enhance system interoperability. Target customers are mid-market companies with headquarters outside the bay area.",True,False,AWS,Type 2
14uQS5Uz1BYsCY3ykw2FETF_ShWI1qMtf_ivzOn7Q5S4,Pensieve Inc.,Pensieve AI Grading and Tutoring Platform,SOC 2 Type 2,"February 15, 2015 - May 15, 2025",Accorp Partners,Unqualified,"1 Brady St #A-725, San Francisco CA","Yoonseok Yang, CEO",subagent,0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,4.0,Google Cloud Platform (GCP) - carve-out method,"[""Not specified - GCP regions not named""]",Multi-AZ (multiple availability zones referenced for DR; backups taken with multi-availability zones configured),[],"[""Cloud Functions (visible in network diagram - Cloud Functions Svc)""]",Cloud CDN (visible in GCP network diagram - Cloud CDN with Cloud Load Balancer with DDoS Armor),True,True,True,True,True,True,False,"External traffic -> Cloud Load Balancer with DDoS Armor / Cloud CDN -> Identity-Aware Proxy -> GCP Project Security Perimeter -> Security Services (Audit Logs, SCC) -> Serverless Services Public (Cloud Run) -> VPS Network with private subnet VMs -> Storage/Functions (Cloud Storage, Cloud Functions) + Firebase Services (Firebase Hosting, Firebase Realtime DB)",Hybrid (Cloud Run serverless + VM instances + Firebase),"[""Not explicitly named""]","[""Not explicitly named""]","[""Cloud Run"", ""VM instances (private IP)"", ""Cloud Functions"", ""Firebase Hosting""]",True,"[""Cloud SQL / GCP database (referenced as database in infrastructure)"", ""Firebase Realtime DB (visible in network diagram)""]","[""Not mentioned""]",Daily (backups taken daily per CC7.4.2 test evidence),True,True,GCP / Active Directory (password policy controlled through GCP),True,True,True,True,True,True,True,True,True,True,52,0,2,3,4,12,"Pensieve Inc. is an AI grading and tutoring platform for educational institutions. It leverages AI to automate grading, rubric generation, and provide personalized feedback to students. The platform also provides real-time AI tutoring based on course materials.",True,False,GCP,Type 2
16Am_EIkOWEnJGq3sRHHqGKBw3ONYK8ptRWKM7EBoZo4,"CoPlane, Inc.",CoPlane,SOC 2 Type 1,"As of July 9, 2025",ACCORP PARTNERS,Unqualified,Not disclosed,Not completed — yellow placeholder 'Your Name Here' in management assertion,subagent,0,5.0,8.0,4.0,4.0,7.0,5.0,6.0,3.0,AWS (carve-out — physical security delegated to AWS as subservice organization),"[""us-east-1 (VPC EAST)"", ""us-west-2 (VPC WEST)""]",Multi-AZ — 3 availability zones used per region,[],[],Not mentioned,True,False,True,True,True,True,True,Internet traffic enters VPC EAST and VPC WEST; network segmentation via subnets and ACLs; bastion host for admin access; IDS monitors network; firewalls control perimeter,Not explicitly stated — likely microservices or modular given multi-region AWS deployment,[],[],"[""EC2 (implied \u2014 'multiple servers across all AZs')""]",True,"[""Not specified by name""]",[],Daily,True,True,Not named — generic access control described,True,True,True,True,True,True,True,True,True,True,0,0,2,4,6,11,"CoPlane is a cloud-based platform (described as 'AI-powered' or similar — exact tagline not stated in system description section). Hosted entirely on AWS, it provides a SaaS application serving customers over the internet with no physical office presence.",True,False,AWS,Type 1
17mOBWzPsSwHhWMkROyksjSNkke4BPzQ86105qy2wTYM,OWND ApS dba Parahelp,Parahelp,SOC 2 Type 1,"As of July 31, 2025",Accorp Partners,Unqualified,"Copenhagen, Denmark (no street address disclosed); website: parahelp.com; contact: mads@parahelp.com","Mads Lunau Liechti, COO (signed August 7, 2025)",subagent,0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,Amazon Web Services (AWS) — carve-out method (subservice organization with its own SOC 2 report),"[""us-east-1 \u2014 confirmed from network diagram region label""]",Multi-AZ (spins up multiple servers across all availability zones in AWS on AZ failure),"[""PlanetScale (managed MySQL database, hosted within AWS via PrivateLink)""]",[],None mentioned,True,False,True,True,True,True,False,"Internet -> Internet Gateway -> Load Balancer (public subnet, SG: ports 80 & 443) -> Parahelp VPC (private subnet, us-east-1): EKS cluster [Hatchet Engine + Hatchet worker + Procrastinate worker + API Server (api.parahelp.com) + Grafana (grafana.parahelp.com) + Hatchet Frontend (hatchet.parahelp.com)] + Aurora DB (Task Queue, SG: internal port 5432) -> PrivateLink -> PlanetScale VPC [MySQL DB]",Container-based microservices on Kubernetes (EKS) with specialized workers,"[""Not disclosed""]","[""Not disclosed""]","[""EKS (Amazon Elastic Kubernetes Service) \u2014 container orchestration for API server and workers"", ""Aurora DB (AWS managed \u2014 task queue)"", ""PlanetScale (managed MySQL \u2014 primary database, via PrivateLink)""]",True,"[""PlanetScale (managed MySQL, hosted in AWS via PrivateLink \u2014 primary database)"", ""Aurora DB (AWS managed \u2014 task queue storage)""]","[""Not mentioned""]",Not specified (backup policy exists; backup and restoration logs maintained for defined retention periods per Backup Policy),True,True,AWS (passwords controlled through AWS password policy; Active Directory for server/database accounts),True,True,True,True,True,True,False,True,True,False,29,0,3,6,8,20,"Parahelp is an AI-powered customer support automation platform that enables companies to create their own AI support agent to automate repetitive support tickets end-to-end. The platform analyzes historical support tickets and generates contextual responses to incoming customer queries, integrating with knowledge bases and CRM systems.",True,False,AWS,Type 1
17teiHu1ZOxNYIJuG1Jyl4Z6nTp_2xb7G32FWtptcLLo,Domu Technology Inc.,Domu,SOC 2 Type 2,"May 19, 2025 - August 19, 2025",Accorp Partners,Unqualified,"2261 Market Street STE 86157, San Francisco, CA 94114","Camila Sayuri Zancanella, Legal Representative",subagent,0,6.0,7.0,5.0,6.0,7.0,5.0,6.0,7.0,AWS (carve-out method - AWS controls excluded from scope),"[""us-east-1""]","Multi-AZ (us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f visible in network diagram)","[""Supabase""]","[""AWS Lambda""]",None mentioned,True,True,True,True,True,True,False,"External traffic (HTTPS) from Supabase, OpenAI, and Twilio enters through AWS WAF -> Amazon API Gateway -> VPC (VPC da Domu). DMZ zone present. Public subnets contain NAT Gateways. Traffic routes to private subnets containing EC2, ElastiCache, RDS, AWS Transfer Family, and Lambda functions across 6 availability zones. AWS regional API endpoints provide access to Secrets Manager, SQS, CloudWatch (implied), KMS, SNS, EventBridge, S3, and Site-to-Site VPN.",Hybrid (EC2 + Lambda serverless),[],[],"[""EC2"", ""Lambda""]",True,"[""Amazon RDS"", ""Supabase""]","[""Amazon ElastiCache""]","Daily (CC7.4.2: Backups are taken daily, multi-availability zones are configured)",True,True,"AWS Password Policy (passwords controlled through Password policy of AWS with periodic forced changes, password expiry and complexity requirements)",True,True,True,True,True,True,True,True,True,True,71,0,10,5,7,13,"Domu is a voice-AI technology company that provides an AI-powered servicing and collections platform helping financial institutions, lenders, and consumer-finance companies automate customer engagement across voice, SMS, WhatsApp, and email. The platform combines conversational AI with regulatory guardrails (FDCPA, TCPA, UDAAP, HIPAA, PCI) and integrates with loan management systems, CRMs, and payment processors.",True,False,AWS,Type 2
18eYswlKzRXWrdc4sxxQjE7chvfh3nhxm3cMTnJ-Afh0,Relentlo Inc.,Conversion,SOC 2 Type 1,"As of August 19, 2025",Accorp Partners,Unqualified,"300 Beale St, San Francisco, CA","James Jiao, CTO",subagent,0,5.0,6.0,4.0,4.0,7.0,5.0,6.0,3.0,Google Cloud Platform (GCP) - carve-out method,"[""us-west (VPC-West)"", ""us-east (VPC-East)""]",Multi-AZ (hosted in high availability data centers with multiple availability zones),[],[],None mentioned,True,False,True,True,True,True,True,"Internet -> TLS Encryption -> VPC VPN Connection -> Bastion Host (VPN Access) -> VPC-West (Prod HA, Dev, Test, D Con) and VPC-East (Prod HR) -> IDS/IPS (GCP Managed) -> Google Cloud Platform (HA Data Centers)",Not explicitly disclosed - appears to be a traditional server-based architecture with separate environments,[],[],"[""Virtual servers on GCP""]",True,"[""GCP-hosted databases (specific types not disclosed)""]",[],Backups taken per Backup Policy (frequency not explicitly stated),True,True,GCP Password Policy / Active Directory mentioned for infrastructure access,True,True,True,True,True,True,False,True,True,False,54,0,3,5,7,14,"Conversion is an AI-native Marketing Automation Platform built for high-growth B2B businesses. It enables users to send marketing nurture emails and newsletters, score and route leads, orchestrate ad campaigns, host lead intake forms, and create workflows to automate marketing sequences.",True,False,GCP,Type 1
18tnihBB806vzDQqVMWl_fvzmv-kaGNj6TBQ6imuTq4Q,"Flair Labs, Inc.",Flair Labs Platform,SOC 2 Type 1,"As of August 2, 2025",Accorp Partners,Unqualified,"1522 Western Ave STE 24177, Seattle, WA 98101","Samir Sen, CEO",subagent,0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,Google Cloud Platform (GCP) - carve-out method,"[""Not specifically named in report""]",Multi-AZ (report states 'high availability data centers with multiple availability zones'),[],[],None mentioned,True,False,True,True,True,True,False,"User requests -> TLS encryption -> GCP VPC -> segmented VPCs with ACLs -> application gateway with firewalls -> production servers. Remote access via bastion host + VPN. Infrastructure diagram shows: PostgreSQL databases, Firebase, Redis topics, pub/sub network, message listener, call processing service, dispatch service, telephony handling. Features include live transfer, callback scheduling, communication guardian, call/SMS sequencing, CRM integration, calendar scheduling.","Microservices (infrastructure diagram shows separate services: call processing service, dispatch service, telephony handling, message listener, pub/sub architecture)","[""Not specifically named in report""]","[""Not specifically named in report""]","[""GCP virtual servers""]",True,"[""PostgreSQL (multiple instances shown in diagram)""]","[""Redis (redis topics for message_id shown in diagram)""]",Formal backup policies and procedures in place; specific frequency not disclosed,True,True,GCP Password Policy / not specifically named beyond GCP IAM,True,True,True,True,True,True,False,True,True,False,54,0,3,6,9,13,"Flair Labs builds digital assistants for lending and real estate teams. The company provides software services to manage and scale business communication with prospective home buyers, sellers, investors, and loan applicants, combining AI-driven technology with brokerage services to maximize pipeline revenue and reach.",True,False,GCP,Type 1
18wok-CWIbVgEw45NNJTBRaA-yM4TMIC_pzawWT3tOL0,"Baba Care, Inc.",Babacare,SOC 2 Type 1,"As of July 24, 2025",ACCORP Partners,Unqualified,"133 NE 2nd Ave, Apt 1107, Miami, FL","Connor Sweeney, CEO",subagent,0,5.0,6.0,6.0,5.0,7.0,6.0,6.0,3.0,AWS (carve-out — AWS is a subservice organization),"[""Not explicitly named; single region implied""]",Multi-AZ (AWS high availability data centers with multiple AZs),[],[],None mentioned,True,False,True,True,True,True,False,"Internet → Route 53 (DNS) → Application Load Balancer (HTTPS:443 via ACM, TLS Termination) → VPC: ECS Fargate (FastAPI backend + Celery Worker + Celery Beat) → Redis 7 (ElastiCache) + RDS Proxy → Amazon RDS. AWS Secrets Manager for environment variables/secrets. Management access via bastion host.",Microservices,"[""Python (implied by FastAPI)""]","[""FastAPI (Python backend/API)"", ""Celery Worker (async task queue)"", ""Celery Beat (scheduled tasks)""]","[""ECS Fargate""]",True,"[""Amazon RDS (type not specified)""]","[""Redis 7 (Amazon ElastiCache)""]",Regular (formal backup policy; specific frequency not quantified beyond 'suitable backups taken and maintained'),True,True,"AWS (Active Directory, server and database accounts; AWS password policy enforced)",True,True,True,True,True,True,False,True,True,False,29,0,2,5,8,12,"Babacare is an AI voice companion platform for seniors that provides outbound and inbound phone call services using AI agents, SMS reminders, and a B2B care management dashboard (Care Hub) for care facilities and family members to monitor senior engagement and usage patterns.",True,False,AWS,Type 1
